Facility,Destination City,Supplier,Base + FSC
LA/LB Ports,"DESHLER, NE",FORREST LOGISTICS,8642
LA/LB Ports,"DINUBA, CA","Hight Logistics, Inc.",1087.5
LA/LB Ports,"DINUBA, CA",Elev8 Transportation LLC,1218
LA/LB Ports,"DINUBA, CA",FORREST LOGISTICS,1218
LA/LB Ports,"DINUBA, CA",South Bay Drayage- LOS ANGELES LONG BEACH,1218
LA/LB Ports,"DINUBA, CA",fitted transportation,1305
LA/LB Ports,"DINUBA, CA",Trucking 2000,1348.5
LA/LB Ports,"DINUBA, CA",NGL LOGISTICS,1392
LA/LB Ports,"DINUBA, CA",Franco Trucking - LOS ANGELES LONG BEACH,1450
LA/LB Ports,"DINUBA, CA",J&S LOGISTICS,1558.75
LA/LB Ports,"DINUBA, CA",NGL TRANSPORTATION,1667.5
LA/LB Ports,"DINUBA, CA",Cargomatic,1689.25
LA/LB Ports,"EASTVALE, CA",Mid Lane Carriers Inc.,453.73
LA/LB Ports,"EASTVALE, CA",fitted transportation,456.75
LA/LB Ports,"EASTVALE, CA",DCW Logistics,462.55
LA/LB Ports,"EASTVALE, CA",FORREST LOGISTICS,464
LA/LB Ports,"EASTVALE, CA",J&S LOGISTICS,493
LA/LB Ports,"EASTVALE, CA",NGL LOGISTICS,493
LA/LB Ports,"EASTVALE, CA",South Bay Drayage- LOS ANGELES LONG BEACH,493
LA/LB Ports,"EASTVALE, CA",XTL Trucking,493
LA/LB Ports,"EASTVALE, CA",NGL TRANSPORTATION,504.6
LA/LB Ports,"EASTVALE, CA",Elev8 Transportation LLC,506.05
LA/LB Ports,"EASTVALE, CA",Franco Trucking - LOS ANGELES LONG BEACH,507.5
LA/LB Ports,"EASTVALE, CA","Hight Logistics, Inc.",507.5
LA/LB Ports,"EASTVALE, CA",Trucking 2000,529.25
LA/LB Ports,"EASTVALE, CA",Cargomatic,543.75
LA/LB Ports,"EASTVALE, CA",STARLING FREIGHT INC,725
LA/LB Ports,"EL MONTE,CA",DCW Logistics,353.8
LA/LB Ports,"EL MONTE,CA",J&S LOGISTICS,355.25
LA/LB Ports,"EL MONTE,CA",fitted transportation,362.5
LA/LB Ports,"EL MONTE,CA",Franco Trucking - LOS ANGELES LONG BEACH,362.5
LA/LB Ports,"EL MONTE,CA",Mid Lane Carriers Inc.,372.07
LA/LB Ports,"EL MONTE,CA",FORREST LOGISTICS,384.25
LA/LB Ports,"EL MONTE,CA",NGL LOGISTICS,384.25
LA/LB Ports,"EL MONTE,CA",XTL Trucking,384.25
LA/LB Ports,"EL MONTE,CA",Elev8 Transportation LLC,388.6
LA/LB Ports,"EL MONTE,CA","Hight Logistics, Inc.",406
LA/LB Ports,"EL MONTE,CA",South Bay Drayage- LOS ANGELES LONG BEACH,435
LA/LB Ports,"EL MONTE,CA",Trucking 2000,453.85
LA/LB Ports,"EL MONTE,CA",Cargomatic,456.75
LA/LB Ports,"EL MONTE,CA",STARLING FREIGHT INC,580
LA/LB Ports,"EL PASO, TX",XTL Trucking,3625
LA/LB Ports,"EL PASO, TX",DCW Logistics,3716.35
LA/LB Ports,"EL PASO, TX",Cargomatic,3922.25
LA/LB Ports,"EL PASO, TX",NGL TRANSPORTATION,3944
LA/LB Ports,"EL PASO, TX",FORREST LOGISTICS,4038.25
LA/LB Ports,"EL PASO, TX",South Bay Drayage- LOS ANGELES LONG BEACH,4132.5
LA/LB Ports,"EL PASO, TX","Hight Logistics, Inc.",4458.75
LA/LB Ports,"ELK GROVE, CA","Hight Logistics, Inc.",1747.25
LA/LB Ports,"ELK GROVE, CA",FORREST LOGISTICS,1870.5
LA/LB Ports,"ELK GROVE, CA",NGL LOGISTICS,1899.5
LA/LB Ports,"ELK GROVE, CA",South Bay Drayage- LOS ANGELES LONG BEACH,1914
LA/LB Ports,"ELK GROVE, CA",Elev8 Transportation LLC,1943
LA/LB Ports,"ELK GROVE, CA",fitted transportation,1957.5
LA/LB Ports,"ELK GROVE, CA",Trucking 2000,2014.05
LA/LB Ports,"ELK GROVE, CA",J&S LOGISTICS,2030
LA/LB Ports,"ELK GROVE, CA",Cargomatic,2153.25
LA/LB Ports,"ELK GROVE, CA",Franco Trucking - LOS ANGELES LONG BEACH,2320
LA/LB Ports,"FLAGSTAFF, AZ",fitted transportation,1957.5
LA/LB Ports,"FLAGSTAFF, AZ","Hight Logistics, Inc.",2030
LA/LB Ports,"FLAGSTAFF, AZ",South Bay Drayage- LOS ANGELES LONG BEACH,2118.45
LA/LB Ports,"FLAGSTAFF, AZ",FORREST LOGISTICS,2160.5
LA/LB Ports,"FLAGSTAFF, AZ",Cargomatic,2225.75
LA/LB Ports,"FLAGSTAFF, AZ",Elev8 Transportation LLC,2305.5
LA/LB Ports,"FLAGSTAFF, AZ",Franco Trucking - LOS ANGELES LONG BEACH,2320
LA/LB Ports,"FLAGSTAFF, AZ",XTL Trucking,2320
LA/LB Ports,"FLAGSTAFF, AZ",J&S LOGISTICS,2610
LA/LB Ports,"FLAGSTAFF, AZ",Trucking 2000,2618.7
LA/LB Ports,"FLAGSTAFF, AZ",NGL LOGISTICS,2682.5
LA/LB Ports,"FONTANA, CA",FORREST LOGISTICS,464
LA/LB Ports,"FONTANA, CA",fitted transportation,471.25
LA/LB Ports,"FONTANA, CA",DCW Logistics,482.85
LA/LB Ports,"FONTANA, CA",J&S LOGISTICS,485.75
LA/LB Ports,"FONTANA, CA",Franco Trucking - LOS ANGELES LONG BEACH,500.25
LA/LB Ports,"FONTANA, CA",XTL Trucking,507.5
LA/LB Ports,"FONTANA, CA",NGL LOGISTICS,514.75
LA/LB Ports,"FONTANA, CA",South Bay Drayage- LOS ANGELES LONG BEACH,523.45
LA/LB Ports,"FONTANA, CA",NGL TRANSPORTATION,526.35
LA/LB Ports,"FONTANA, CA",Elev8 Transportation LLC,529.25
LA/LB Ports,"FONTANA, CA",Trucking 2000,533.6
LA/LB Ports,"FONTANA, CA",Mid Lane Carriers Inc.,534.01
LA/LB Ports,"FONTANA, CA",Cargomatic,536.5
LA/LB Ports,"FONTANA, CA","Hight Logistics, Inc.",536.5
LA/LB Ports,"FONTANA, CA",STARLING FREIGHT INC,812
LA/LB Ports,"FOOTHILL RANCH, CA",FORREST LOGISTICS,413.25
LA/LB Ports,"FOOTHILL RANCH, CA",DCW Logistics,421.95
LA/LB Ports,"FOOTHILL RANCH, CA",Trucking 2000,427.75
LA/LB Ports,"FOOTHILL RANCH, CA",Mid Lane Carriers Inc.,430.23
LA/LB Ports,"FOOTHILL RANCH, CA",NGL LOGISTICS,456.75
LA/LB Ports,"FOOTHILL RANCH, CA",Elev8 Transportation LLC,462.55
LA/LB Ports,"FOOTHILL RANCH, CA","Hight Logistics, Inc.",464
LA/LB Ports,"FOOTHILL RANCH, CA",J&S LOGISTICS,464
LA/LB Ports,"FOOTHILL RANCH, CA",Franco Trucking - LOS ANGELES LONG BEACH,471.25
LA/LB Ports,"FOOTHILL RANCH, CA",South Bay Drayage- LOS ANGELES LONG BEACH,478.5
LA/LB Ports,"FOOTHILL RANCH, CA",Cargomatic,514.75
LA/LB Ports,"FOOTHILL RANCH, CA",fitted transportation,580
LA/LB Ports,"FORT WORTH, TX",XTL Trucking,5365
LA/LB Ports,"FORT WORTH, TX",Cargomatic,6952.75
LA/LB Ports,"FORT WORTH, TX",FORREST LOGISTICS,7076
LA/LB Ports,"FORT WORTH, TX","Hight Logistics, Inc.",8011.25
LA/LB Ports,"FOWLER, CA","Hight Logistics, Inc.",1051.25
LA/LB Ports,"FOWLER, CA",FORREST LOGISTICS,1225.25
LA/LB Ports,"FOWLER, CA",South Bay Drayage- LOS ANGELES LONG BEACH,1283.25
LA/LB Ports,"FOWLER, CA",Elev8 Transportation LLC,1332.55
LA/LB Ports,"FOWLER, CA",Trucking 2000,1355.75
LA/LB Ports,"FOWLER, CA",NGL LOGISTICS,1413.75
LA/LB Ports,"FOWLER, CA",Franco Trucking - LOS ANGELES LONG BEACH,1450
LA/LB Ports,"FOWLER, CA",Cargomatic,1471.75
LA/LB Ports,"FOWLER, CA",J&S LOGISTICS,1522.5
LA/LB Ports,"FOWLER, CA",fitted transportation,1595
LA/LB Ports,"FOWLER, CA",XTL Trucking,1595
LA/LB Ports,"FREMONT, CA",FORREST LOGISTICS,1725.5
LA/LB Ports,"FREMONT, CA",fitted transportation,1740
LA/LB Ports,"FREMONT, CA","Hight Logistics, Inc.",1740
LA/LB Ports,"FREMONT, CA",Trucking 2000,1776.25
LA/LB Ports,"FREMONT, CA",South Bay Drayage- LOS ANGELES LONG BEACH,1812.5
LA/LB Ports,"FREMONT, CA",NGL TRANSPORTATION,1856
LA/LB Ports,"FREMONT, CA",Elev8 Transportation LLC,1885
LA/LB Ports,"FREMONT, CA",NGL LOGISTICS,1899.5
LA/LB Ports,"FREMONT, CA",Franco Trucking - LOS ANGELES LONG BEACH,2030
LA/LB Ports,"FREMONT, CA",J&S LOGISTICS,2030
LA/LB Ports,"FREMONT, CA",XTL Trucking,2030
LA/LB Ports,"FREMONT, CA",Cargomatic,2073.5
LA/LB Ports,"FRESNO, CA","Hight Logistics, Inc.",1196.25
LA/LB Ports,"FRESNO, CA",DCW Logistics,1222.35
LA/LB Ports,"FRESNO, CA",FORREST LOGISTICS,1225.25
LA/LB Ports,"FRESNO, CA",fitted transportation,1232.5
LA/LB Ports,"FRESNO, CA",South Bay Drayage- LOS ANGELES LONG BEACH,1291.95
LA/LB Ports,"FRESNO, CA",Elev8 Transportation LLC,1312.25
LA/LB Ports,"FRESNO, CA",Cargomatic,1319.5
LA/LB Ports,"FRESNO, CA",NGL LOGISTICS,1413.75
LA/LB Ports,"FRESNO, CA",Franco Trucking - LOS ANGELES LONG BEACH,1450
LA/LB Ports,"FRESNO, CA",Trucking 2000,1450
LA/LB Ports,"FRESNO, CA",J&S LOGISTICS,1522.5
LA/LB Ports,"FRESNO, CA",XTL Trucking,1667.5
LA/LB Ports,"FRESNO, CA",NGL TRANSPORTATION,1812.5
LA/LB Ports,"FULLERTON, CA",Mid Lane Carriers Inc.,350.61
LA/LB Ports,"FULLERTON, CA",DCW Logistics,359.6
LA/LB Ports,"FULLERTON, CA",fitted transportation,362.5
LA/LB Ports,"FULLERTON, CA",FORREST LOGISTICS,369.75
LA/LB Ports,"FULLERTON, CA","Hight Logistics, Inc.",369.75
LA/LB Ports,"FULLERTON, CA",Franco Trucking - LOS ANGELES LONG BEACH,384.25
LA/LB Ports,"FULLERTON, CA",NGL LOGISTICS,391.5
LA/LB Ports,"FULLERTON, CA",Elev8 Transportation LLC,397.3
LA/LB Ports,"FULLERTON, CA",J&S LOGISTICS,406
LA/LB Ports,"FULLERTON, CA",XTL Trucking,413.25
LA/LB Ports,"FULLERTON, CA",Cargomatic,442.25
LA/LB Ports,"FULLERTON, CA",Trucking 2000,553.9
LA/LB Ports,"FULLERTON, CA",South Bay Drayage- LOS ANGELES LONG BEACH,574.2
LA/LB Ports,"FULLERTON, CA",STARLING FREIGHT INC,652.5
LA/LB Ports,"FULLERTON,CA.,USA",Mid Lane Carriers Inc.,343.81
LA/LB Ports,"FULLERTON,CA.,USA",DCW Logistics,359.6
LA/LB Ports,"FULLERTON,CA.,USA",FORREST LOGISTICS,369.75
LA/LB Ports,"FULLERTON,CA.,USA","Hight Logistics, Inc.",369.75
LA/LB Ports,"FULLERTON,CA.,USA",Franco Trucking - LOS ANGELES LONG BEACH,384.25
LA/LB Ports,"FULLERTON,CA.,USA",NGL LOGISTICS,391.5
LA/LB Ports,"FULLERTON,CA.,USA",Elev8 Transportation LLC,397.3
LA/LB Ports,"FULLERTON,CA.,USA",South Bay Drayage- LOS ANGELES LONG BEACH,397.3
LA/LB Ports,"FULLERTON,CA.,USA",fitted transportation,398.75
LA/LB Ports,"FULLERTON,CA.,USA",Trucking 2000,403.1
LA/LB Ports,"FULLERTON,CA.,USA",J&S LOGISTICS,406
LA/LB Ports,"FULLERTON,CA.,USA",XTL Trucking,413.25
LA/LB Ports,"FULLERTON,CA.,USA",Cargomatic,442.25
LA/LB Ports,"FULLERTON,CA.,USA",STARLING FREIGHT INC,652.5
LA/LB Ports,"GARDEN GROVE, CA",fitted transportation,290
LA/LB Ports,"GARDEN GROVE, CA",DCW Logistics,339.3
LA/LB Ports,"GARDEN GROVE, CA",Mid Lane Carriers Inc.,341.05
LA/LB Ports,"GARDEN GROVE, CA",Franco Trucking - LOS ANGELES LONG BEACH,362.5
LA/LB Ports,"GARDEN GROVE, CA",Elev8 Transportation LLC,369.75
LA/LB Ports,"GARDEN GROVE, CA",FORREST LOGISTICS,369.75
LA/LB Ports,"GARDEN GROVE, CA","Hight Logistics, Inc.",369.75
LA/LB Ports,"GARDEN GROVE, CA",NGL LOGISTICS,369.75
LA/LB Ports,"GARDEN GROVE, CA",Trucking 2000,382.8
LA/LB Ports,"GARDEN GROVE, CA",J&S LOGISTICS,384.25
LA/LB Ports,"GARDEN GROVE, CA",Cargomatic,398.75
LA/LB Ports,"GARDEN GROVE, CA",South Bay Drayage- LOS ANGELES LONG BEACH,435
LA/LB Ports,"GARDEN GROVE, CA",XTL Trucking,435
LA/LB Ports,"GARDEN GROVE, CA",STARLING FREIGHT INC,652.5
LA/LB Ports,"GARDENA, CA",fitted transportation,275.5
LA/LB Ports,"GARDENA, CA",Mid Lane Carriers Inc.,278.39
LA/LB Ports,"GARDENA, CA",DCW Logistics,285.65
LA/LB Ports,"GARDENA, CA",NGL LOGISTICS,297.25
LA/LB Ports,"GARDENA, CA",Franco Trucking - LOS ANGELES LONG BEACH,304.5
LA/LB Ports,"GARDENA, CA",J&S LOGISTICS,304.5
LA/LB Ports,"GARDENA, CA",Elev8 Transportation LLC,319
LA/LB Ports,"GARDENA, CA",FORREST LOGISTICS,319
LA/LB Ports,"GARDENA, CA",Trucking 2000,332.05
LA/LB Ports,"GARDENA, CA",Cargomatic,333.5
LA/LB Ports,"GARDENA, CA",XTL Trucking,348
LA/LB Ports,"GARDENA, CA","Hight Logistics, Inc.",369.75
LA/LB Ports,"GARDENA, CA",South Bay Drayage- LOS ANGELES LONG BEACH,391.5
LA/LB Ports,"GARDENA, CA",STARLING FREIGHT INC,580
LA/LB Ports,"GARLAND,TX.",XTL Trucking,5365
LA/LB Ports,"GARLAND,TX.",South Bay Drayage- LOS ANGELES LONG BEACH,6090
LA/LB Ports,"GARLAND,TX.",Cargomatic,7199.25
LA/LB Ports,"GARLAND,TX.",FORREST LOGISTICS,7337
LA/LB Ports,"GARLAND,TX.","Hight Logistics, Inc.",8011.25
LA/LB Ports,"GILBERT, AZ",DCW Logistics,1740
LA/LB Ports,"GILBERT, AZ",FORREST LOGISTICS,1769
LA/LB Ports,"GILBERT, AZ","Hight Logistics, Inc.",1812.5
LA/LB Ports,"GILBERT, AZ",NGL LOGISTICS,1812.5
LA/LB Ports,"GILBERT, AZ",NGL TRANSPORTATION,1877.75
LA/LB Ports,"GILBERT, AZ",South Bay Drayage- LOS ANGELES LONG BEACH,1914
LA/LB Ports,"GILBERT, AZ",fitted transportation,1957.5
LA/LB Ports,"GILBERT, AZ",XTL Trucking,1957.5
LA/LB Ports,"GILBERT, AZ",Franco Trucking - LOS ANGELES LONG BEACH,2030
LA/LB Ports,"GILBERT, AZ",J&S LOGISTICS,2030
LA/LB Ports,"GILBERT, AZ",Cargomatic,2073.5
LA/LB Ports,"GILBERT, AZ",Trucking 2000,2305.5
LA/LB Ports,"GLENDALE, AZ",South Bay Drayage- LOS ANGELES LONG BEACH,413.25
LA/LB Ports,"GLENDALE, AZ",DCW Logistics,1631.25
LA/LB Ports,"GLENDALE, AZ","Hight Logistics, Inc.",1667.5
LA/LB Ports,"GLENDALE, AZ",FORREST LOGISTICS,1696.5
LA/LB Ports,"GLENDALE, AZ",NGL LOGISTICS,1769
LA/LB Ports,"GLENDALE, AZ",NGL TRANSPORTATION,1805.25
LA/LB Ports,"GLENDALE, AZ",Elev8 Transportation LLC,1811.05
LA/LB Ports,"GLENDALE, AZ",fitted transportation,1812.5
LA/LB Ports,"GLENDALE, AZ",XTL Trucking,1863.25
LA/LB Ports,"GLENDALE, AZ",J&S LOGISTICS,2030
LA/LB Ports,"GLENDALE, AZ",Cargomatic,2073.5
LA/LB Ports,"GLENDALE, AZ",Franco Trucking - LOS ANGELES LONG BEACH,2175
LA/LB Ports,"GLENDALE, CA",DCW Logistics,374.1
LA/LB Ports,"GLENDALE, CA",FORREST LOGISTICS,398.75
LA/LB Ports,"GLENDALE, CA",Mid Lane Carriers Inc.,398.75
LA/LB Ports,"GLENDALE, CA",NGL LOGISTICS,398.75
LA/LB Ports,"GLENDALE, CA","Hight Logistics, Inc.",406
LA/LB Ports,"GLENDALE, CA",J&S LOGISTICS,413.25
LA/LB Ports,"GLENDALE, CA",South Bay Drayage- LOS ANGELES LONG BEACH,413.25
LA/LB Ports,"GLENDALE, CA",Elev8 Transportation LLC,433.55
LA/LB Ports,"GLENDALE, CA",Franco Trucking - LOS ANGELES LONG BEACH,435
LA/LB Ports,"GLENDALE, CA",Trucking 2000,453.85
LA/LB Ports,"GLENDALE, CA",Cargomatic,500.25
LA/LB Ports,"GLENDALE, CA",fitted transportation,580
LA/LB Ports,"HANOVER,MD",South Bay Drayage- LOS ANGELES LONG BEACH,8557.9
LA/LB Ports,"HANOVER,MD",XTL Trucking,11600
LA/LB Ports,"HANOVER,MD",FORREST LOGISTICS,14993
LA/LB Ports,"HENDERSON, NV",DCW Logistics,1345.6
LA/LB Ports,"HENDERSON, NV","Hight Logistics, Inc.",1377.5
LA/LB Ports,"HENDERSON, NV",FORREST LOGISTICS,1421
LA/LB Ports,"HENDERSON, NV",NGL LOGISTICS,1421
LA/LB Ports,"HENDERSON, NV",Elev8 Transportation LLC,1450
LA/LB Ports,"HENDERSON, NV",NGL TRANSPORTATION,1450
LA/LB Ports,"HENDERSON, NV",Trucking 2000,1486.25
LA/LB Ports,"HENDERSON, NV",South Bay Drayage- LOS ANGELES LONG BEACH,1508
LA/LB Ports,"HENDERSON, NV",Cargomatic,1537
LA/LB Ports,"HENDERSON, NV",Franco Trucking - LOS ANGELES LONG BEACH,1667.5
LA/LB Ports,"HENDERSON, NV",J&S LOGISTICS,1725.5
LA/LB Ports,"HENDERSON, NV",fitted transportation,1740
LA/LB Ports,"HENDERSON, NV",XTL Trucking,1740
LA/LB Ports,"HUNTINGTON BEACH, CA",DCW Logistics,343.65
LA/LB Ports,"HUNTINGTON BEACH, CA",Mid Lane Carriers Inc.,348.39
LA/LB Ports,"HUNTINGTON BEACH, CA",Franco Trucking - LOS ANGELES LONG BEACH,362.5
LA/LB Ports,"HUNTINGTON BEACH, CA","Hight Logistics, Inc.",362.5
LA/LB Ports,"HUNTINGTON BEACH, CA",FORREST LOGISTICS,369.75
LA/LB Ports,"HUNTINGTON BEACH, CA",Trucking 2000,372.65
LA/LB Ports,"HUNTINGTON BEACH, CA",NGL LOGISTICS,377
LA/LB Ports,"HUNTINGTON BEACH, CA",Elev8 Transportation LLC,378.45
LA/LB Ports,"HUNTINGTON BEACH, CA",fitted transportation,398.75
LA/LB Ports,"HUNTINGTON BEACH, CA",J&S LOGISTICS,406
LA/LB Ports,"HUNTINGTON BEACH, CA",Cargomatic,420.5
LA/LB Ports,"HUNTINGTON BEACH, CA",South Bay Drayage- LOS ANGELES LONG BEACH,435
LA/LB Ports,"HUNTINGTON PARK, CA",Mid Lane Carriers Inc.,300.72
LA/LB Ports,"HUNTINGTON PARK, CA",DCW Logistics,326.25
LA/LB Ports,"HUNTINGTON PARK, CA",FORREST LOGISTICS,333.5
LA/LB Ports,"HUNTINGTON PARK, CA",Franco Trucking - LOS ANGELES LONG BEACH,348
LA/LB Ports,"HUNTINGTON PARK, CA",NGL LOGISTICS,348
LA/LB Ports,"HUNTINGTON PARK, CA","Hight Logistics, Inc.",355.25
LA/LB Ports,"HUNTINGTON PARK, CA",J&S LOGISTICS,355.25
LA/LB Ports,"HUNTINGTON PARK, CA",Elev8 Transportation LLC,362.5
LA/LB Ports,"HUNTINGTON PARK, CA",XTL Trucking,362.5
LA/LB Ports,"HUNTINGTON PARK, CA",Trucking 2000,382.8
LA/LB Ports,"HUNTINGTON PARK, CA",fitted transportation,391.5
LA/LB Ports,"HUNTINGTON PARK, CA",South Bay Drayage- LOS ANGELES LONG BEACH,406
LA/LB Ports,"HUNTINGTON PARK, CA",Cargomatic,442.25
LA/LB Ports,"HUNTINGTON PARK, CA",STARLING FREIGHT INC,609
LA/LB Ports,"HURRICANE, UT, USA","Hight Logistics, Inc.",1972
LA/LB Ports,"HURRICANE, UT, USA",NGL LOGISTICS,2030
LA/LB Ports,"HURRICANE, UT, USA",FORREST LOGISTICS,2095.25
LA/LB Ports,"HURRICANE, UT, USA",South Bay Drayage- LOS ANGELES LONG BEACH,2117
LA/LB Ports,"HURRICANE, UT, USA",XTL Trucking,2175
LA/LB Ports,"HURRICANE, UT, USA",Cargomatic,2305.5
LA/LB Ports,"INDIANAPOLIS, IN",South Bay Drayage- LOS ANGELES LONG BEACH,6525
LA/LB Ports,"INDIANAPOLIS, IN",XTL Trucking,8700
LA/LB Ports,"INDIANAPOLIS, IN",Cargomatic,10258.75
LA/LB Ports,"INDIANAPOLIS, IN",FORREST LOGISTICS,11730.5
LA/LB Ports,"IRVINE, CA",Franco Trucking - LOS ANGELES LONG BEACH,362.5
LA/LB Ports,"IRVINE, CA",Mid Lane Carriers Inc.,381.87
LA/LB Ports,"IRVINE, CA",DCW Logistics,387.15
LA/LB Ports,"IRVINE, CA",FORREST LOGISTICS,391.5
LA/LB Ports,"IRVINE, CA",fitted transportation,398.75
LA/LB Ports,"IRVINE, CA",NGL LOGISTICS,406
LA/LB Ports,"IRVINE, CA","Hight Logistics, Inc.",413.25
LA/LB Ports,"IRVINE, CA",South Bay Drayage- LOS ANGELES LONG BEACH,419.05
LA/LB Ports,"IRVINE, CA",Elev8 Transportation LLC,429.2
LA/LB Ports,"IRVINE, CA",J&S LOGISTICS,435
LA/LB Ports,"IRVINE, CA",Trucking 2000,453.85
LA/LB Ports,"IRVINE, CA",Cargomatic,471.25
LA/LB Ports,"IRVINE, CA",STARLING FREIGHT INC,696
LA/LB Ports,"IRWINDALE, CA",DCW Logistics,379.9
LA/LB Ports,"IRWINDALE, CA",fitted transportation,391.5
LA/LB Ports,"IRWINDALE, CA",Mid Lane Carriers Inc.,393.27
LA/LB Ports,"IRWINDALE, CA",FORREST LOGISTICS,398.75
LA/LB Ports,"IRWINDALE, CA",NGL LOGISTICS,398.75
LA/LB Ports,"IRWINDALE, CA",Elev8 Transportation LLC,411.8
LA/LB Ports,"IRWINDALE, CA",Franco Trucking - LOS ANGELES LONG BEACH,413.25
LA/LB Ports,"IRWINDALE, CA","Hight Logistics, Inc.",413.25
LA/LB Ports,"IRWINDALE, CA",J&S LOGISTICS,413.25
LA/LB Ports,"IRWINDALE, CA",South Bay Drayage- LOS ANGELES LONG BEACH,413.25
LA/LB Ports,"IRWINDALE, CA",XTL Trucking,435
LA/LB Ports,"IRWINDALE, CA",Trucking 2000,453.85
LA/LB Ports,"IRWINDALE, CA",Cargomatic,471.25
LA/LB Ports,"IRWINDALE, CA",STARLING FREIGHT INC,696
LA/LB Ports,"JAMUL, CA","Hight Logistics, Inc.",797.5
LA/LB Ports,"JAMUL, CA",FORREST LOGISTICS,804.75
LA/LB Ports,"JAMUL, CA",South Bay Drayage- LOS ANGELES LONG BEACH,855.5
LA/LB Ports,"JAMUL, CA",J&S LOGISTICS,862.75
LA/LB Ports,"JAMUL, CA",Elev8 Transportation LLC,868.55
LA/LB Ports,"JAMUL, CA",Franco Trucking - LOS ANGELES LONG BEACH,870
LA/LB Ports,"JAMUL, CA",Trucking 2000,899
LA/LB Ports,"JAMUL, CA",NGL LOGISTICS,906.25
LA/LB Ports,"JAMUL, CA",Cargomatic,1109.25
LA/LB Ports,"JAMUL, CA",NGL TRANSPORTATION,1152.75
LA/LB Ports,"JAMUL, CA",fitted transportation,1268.75
LA/LB Ports,"LA HABRA, CA",Mid Lane Carriers Inc.,350.76
LA/LB Ports,"LA HABRA, CA",DCW Logistics,359.6
LA/LB Ports,"LA HABRA, CA",FORREST LOGISTICS,369.75
LA/LB Ports,"LA HABRA, CA",Trucking 2000,382.8
LA/LB Ports,"LA HABRA, CA",J&S LOGISTICS,384.25
LA/LB Ports,"LA HABRA, CA",NGL LOGISTICS,391.5
LA/LB Ports,"LA HABRA, CA",XTL Trucking,391.5
LA/LB Ports,"LA HABRA, CA",Elev8 Transportation LLC,395.85
LA/LB Ports,"LA HABRA, CA","Hight Logistics, Inc.",398.75
LA/LB Ports,"LA HABRA, CA",Franco Trucking - LOS ANGELES LONG BEACH,435
LA/LB Ports,"LA HABRA, CA",South Bay Drayage- LOS ANGELES LONG BEACH,435
LA/LB Ports,"LA HABRA, CA",fitted transportation,507.5
LA/LB Ports,"LA HABRA, CA",Cargomatic,543.75
LA/LB Ports,"LA HABRA, CA",STARLING FREIGHT INC,580
LA/LB Ports,"LA MIRADA,CA",DCW Logistics,326.25
LA/LB Ports,"LA MIRADA,CA",fitted transportation,326.25
LA/LB Ports,"LA MIRADA,CA",Mid Lane Carriers Inc.,331.86
LA/LB Ports,"LA MIRADA,CA",Franco Trucking - LOS ANGELES LONG BEACH,333.5
LA/LB Ports,"LA MIRADA,CA",FORREST LOGISTICS,348
LA/LB Ports,"LA MIRADA,CA",Elev8 Transportation LLC,353.8
LA/LB Ports,"LA MIRADA,CA",J&S LOGISTICS,355.25
LA/LB Ports,"LA MIRADA,CA",NGL LOGISTICS,355.25
LA/LB Ports,"LA MIRADA,CA","Hight Logistics, Inc.",362.5
LA/LB Ports,"LA MIRADA,CA",XTL Trucking,362.5
LA/LB Ports,"LA MIRADA,CA",Trucking 2000,372.65
LA/LB Ports,"LA MIRADA,CA",Cargomatic,384.25
LA/LB Ports,"LA MIRADA,CA",South Bay Drayage- LOS ANGELES LONG BEACH,406
LA/LB Ports,"LA MIRADA,CA",NGL TRANSPORTATION,529.25
LA/LB Ports,"LA MIRADA,CA",STARLING FREIGHT INC,580
LA/LB Ports,"LA PUENTE,CA",Mid Lane Carriers Inc.,366.75
LA/LB Ports,"LA PUENTE,CA",DCW Logistics,374.1
LA/LB Ports,"LA PUENTE,CA",Trucking 2000,382.8
LA/LB Ports,"LA PUENTE,CA",J&S LOGISTICS,384.25
LA/LB Ports,"LA PUENTE,CA",FORREST LOGISTICS,391.5
LA/LB Ports,"LA PUENTE,CA",NGL LOGISTICS,398.75
LA/LB Ports,"LA PUENTE,CA",Elev8 Transportation LLC,406
LA/LB Ports,"LA PUENTE,CA",Franco Trucking - LOS ANGELES LONG BEACH,406
LA/LB Ports,"LA PUENTE,CA",XTL Trucking,406
LA/LB Ports,"LA PUENTE,CA","Hight Logistics, Inc.",413.25
LA/LB Ports,"LA PUENTE,CA",South Bay Drayage- LOS ANGELES LONG BEACH,413.25
LA/LB Ports,"LA PUENTE,CA",fitted transportation,435
LA/LB Ports,"LA PUENTE,CA",Cargomatic,442.25
LA/LB Ports,"LA PUENTE,CA",NGL TRANSPORTATION,551
LA/LB Ports,"LA PUENTE,CA",STARLING FREIGHT INC,580
LA/LB Ports,"LA VERNE, CA",FORREST LOGISTICS,413.25
LA/LB Ports,"LA VERNE, CA",Franco Trucking - LOS ANGELES LONG BEACH,420.5
LA/LB Ports,"LA VERNE, CA",Mid Lane Carriers Inc.,422.66
LA/LB Ports,"LA VERNE, CA",J&S LOGISTICS,442.25
LA/LB Ports,"LA VERNE, CA",NGL LOGISTICS,449.5
LA/LB Ports,"LA VERNE, CA","Hight Logistics, Inc.",456.75
LA/LB Ports,"LA VERNE, CA",Elev8 Transportation LLC,461.1
